modality,index,title,creator,cluster,cluster_prob
poem,920,The Canterbury Tales. The Friar's Tale.,Geoffrey Chaucer,1,0.61986953
poem,921,The Canterbury Tales. The Sompnour's Tale.,Geoffrey Chaucer,4,0.6456287
poem,922,The Canterbury Tales. The Prioress's Tale.,Geoffrey Chaucer,1,0.77899754
poem,923,The Canterbury Tales. The Nun's Priest's Tale.,Geoffrey Chaucer,0,0.41475207
poem,924,The Canterbury Tales. The Second Nun's Tale,Geoffrey Chaucer,1,0.56056464
poem,925,Troilus and Criseyde: Book II,Geoffrey Chaucer,3,0.4225731
poem,926,Troilus and Criseyde: Book V,Geoffrey Chaucer,1,0.77597255
poem,927,The Canterbury Tales. The Monk's Tale.,Geoffrey Chaucer,0,0.5452242
poem,928,The Canterbury Tales. The Franklin's Tale.,Geoffrey Chaucer,3,0.32082313
poem,929,The Canterbury Tales. The Canon's Yeoman's Tale.,Geoffrey Chaucer,2,0.64558256
poem,930,Troilus and Criseyde: Book I,Geoffrey Chaucer,1,0.70708835
poem,931,Troilus and Criseyde: Book III,Geoffrey Chaucer,1,0.77957535
poem,932,The Canterbury Tales. The Doctor's Tale.,Geoffrey Chaucer,0,0.50592273
poem,933,The Canterbury Tales. The Pardoner's Tale.,Geoffrey Chaucer,3,0.5015737
poem,934,The Canterbury Tales. The Manciple's Tale.,Geoffrey Chaucer,3,0.33244145
poem,935,Troilus and Criseyde: Book IV,Geoffrey Chaucer,1,0.7513219
poem,936,God Needs Antonio,George Eliot,4,0.62490934
poem,937,Roses,George Eliot,2,0.6424128
poem,938,H. Baptism,George Herbert,3,0.42234373
poem,939,Prayer,George Herbert,4,0.34781986
poem,940,Easter Wings,George Herbert,0,0.6470747
poem,941,Sin's Round,George Herbert,3,0.6432004
poem,942,Life,George Herbert,0,0.23735362
poem,943,The Forerunners,George Herbert,0,0.50400186
poem,944,The Flower,George Herbert,0,0.41393608
poem,945,Sonnet (I),George Herbert,2,0.33053398
poem,946,H. Baptism II,George Herbert,0,0.75318563
poem,947,Easter,George Herbert,4,0.33622122
poem,948,Peace,George Herbert,3,0.49987304
poem,949,Nature,George Herbert,3,0.43611103
poem,950,Easter Song,George Herbert,1,0.8183805
poem,951,Church Music,George Herbert,2,0.5038809
poem,952,Faith,George Herbert,4,0.23371142
poem,953,The Thanksgiving,George Herbert,0,0.22962654
poem,954,Modern Love XXXV: It Is No Vulgar Nature,George Meredith,3,0.6111815
poem,955,Meditation under Stars,George Meredith,1,0.9117155
poem,956,Modern Love XXIII: 'Tis Christmas Weather,George Meredith,3,0.41369236
poem,957,Modern Love XXXII: Full Faith I Have,George Meredith,2,0.37403077
poem,958,Lucifer in Starlight,George Meredith,3,0.58004594
poem,959,Phoebus with Admetus,George Meredith,0,0.48236066
poem,960,Modern Love XXII: What May the Woman,George Meredith,2,0.6100719
poem,961,Winter Heavens,George Meredith,0,0.62323344
poem,962,Modern Love III: This Was the Woman,George Meredith,2,0.4060014
poem,963,Spring,Gerard Manley Hopkins,0,0.30316657
poem,964,The Sea Took Pity,Gerard Manley Hopkins,4,0.52823675
poem,965,"Thee, God, I Come from",Gerard Manley Hopkins,3,0.6015227
poem,966,Brothers,Gerard Manley Hopkins,2,0.82172805
poem,967,Moonrise,Gerard Manley Hopkins,2,0.7080584
poem,968,To What Serves Mortal Beauty?,Gerard Manley Hopkins,2,0.5226547
poem,969,Heaven--Haven: A Nun Takes The Veil,Gerard Manley Hopkins,3,0.28523612
poem,970,To a Young Child,Gerard Manley Hopkins,0,0.3855152
poem,971,The Child Is Father To The Man,Gerard Manley Hopkins,0,0.40621704
poem,972,What Being in Rank-Old Nature,Gerard Manley Hopkins,4,0.5813722
poem,973,The Sea And The Skylark,Gerard Manley Hopkins,0,0.41391695
poem,974,Easter Communion,Gerard Manley Hopkins,1,0.5999681
poem,975,On the Portrait of Two Beautiful Young People,Gerard Manley Hopkins,0,0.51665044
poem,976,The Starlight Night,Gerard Manley Hopkins,1,0.3841586
poem,977,Moonless darkness stands between,Gerard Manley Hopkins,1,0.4733137
poem,978,The Furl of Fresh-Leaved Dogrose Down,Gerard Manley Hopkins,3,0.47597063
poem,979,To R. B.,Gerard Manley Hopkins,3,0.502933
poem,980,My prayers must meet a brazen heaven,Gerard Manley Hopkins,0,0.6383534
poem,981,Pied Beauty,Gerard Manley Hopkins,0,0.5899873
poem,982,That Nature Is A Heraclitean Fire And Of The Comfort Of The Resurrection,Gerard Manley Hopkins,3,0.5670284
poem,983,"I Wake And Feel The Fell Of Dark, Not Day",Gerard Manley Hopkins,3,0.28149974
poem,984,The Loss Of The Eurydice,Gerard Manley Hopkins,3,0.77128446
poem,985,Hope Holds to Christ,Gerard Manley Hopkins,2,0.26181978
poem,986,The Soldier,Gerard Manley Hopkins,0,0.6495836
poem,987,Spring & Fall: To A Young Child,Gerard Manley Hopkins,0,0.3589108
poem,988,Peace,Gerard Manley Hopkins,1,0.73545563
poem,989,A Calendar of Sonnets: March,Helen Hunt Jackson,1,0.56938624
poem,990,Death,Helen Hunt Jackson,0,0.47441202
poem,991,Freedom,Helen Hunt Jackson,0,0.76802045
poem,992,The Fir-Tree and the Brook,Helen Hunt Jackson,1,0.7989773
poem,993,A Calendar of Sonnets: July,Helen Hunt Jackson,3,0.47197378
poem,994,A Calendar of Sonnets: June,Helen Hunt Jackson,4,0.5375412
poem,995,A Calendar of Sonnets: May,Helen Hunt Jackson,1,0.7185708
poem,996,A Dream,Helen Hunt Jackson,0,0.4509043
poem,997,A Calendar of Sonnets: November,Helen Hunt Jackson,3,0.6679456
poem,998,A Calendar of Sonnets: April,Helen Hunt Jackson,3,0.4864925
poem,999,A Calendar of Sonnets: January,Helen Hunt Jackson,0,0.5399699
poem,1000,My life has been the poem,Henry David Thoreau,4,0.57706255
poem,1001,The Summer Rain,Henry David Thoreau,0,0.43696094
poem,1002,Within the Circuit of This Plodding Life,Henry David Thoreau,3,0.649179
poem,1003,Prayer,Henry David Thoreau,0,0.304065
poem,1004,Inspiration,Henry David Thoreau,0,0.5471037
poem,1005,The Moon,Henry David Thoreau,1,0.18381679
poem,1006,Let such pure hate still underprop,Henry David Thoreau,1,0.6039887
poem,1007,I am the autumnal sun,Henry David Thoreau,0,0.6505913
poem,1008,The True Christians,Henry Vaughan,1,0.5443508
poem,1009,The Water-Fall,Henry Vaughan,3,0.72849673
poem,1010,Retirement,Henry Vaughan,0,0.42880255
poem,1011,"Upon the Priory Grove, His Usual Retirement",Henry Vaughan,3,0.6740627
poem,1012,Peace,Henry Vaughan,0,0.5612272
poem,1013,The Star,Henry Vaughan,1,0.7176856
poem,1014,The Song of Hiawatha: X,Henry Wadsworth Longfellow,1,0.8461557
poem,1015,Woods in Winter,Henry Wadsworth Longfellow,0,0.58627737
poem,1016,Hiawatha's Childhood,Henry Wadsworth Longfellow,1,0.5283695
poem,1017,Morituri Salutamus: Poem for the Fiftieth Anniversary,Henry Wadsworth Longfellow,4,0.8736008
poem,1018,Footsteps of Angels,Henry Wadsworth Longfellow,4,0.5648544
poem,1019,The Reaper and the Flowers,Henry Wadsworth Longfellow,1,0.5164468
poem,1020,RAIN IN SUMMER,Henry Wadsworth Longfellow,0,0.5637896
poem,1021,THE ARSENAL AT SPRINGFIELD,Henry Wadsworth Longfellow,4,0.88725954
poem,1022,Christmas Bells,Henry Wadsworth Longfellow,1,0.8585622
poem,1023,The Goblet of Life,Henry Wadsworth Longfellow,3,0.40160215
poem,1024,Loss And Gain,Henry Wadsworth Longfellow,0,0.27825558
poem,1025,The Light of Stars,Henry Wadsworth Longfellow,0,0.3596601
poem,1026,The Sound of the Sea,Henry Wadsworth Longfellow,0,0.5220934
poem,1027,Children,Henry Wadsworth Longfellow,0,0.28731197
poem,1028,An April Day,Henry Wadsworth Longfellow,1,0.70596725
poem,1029,My Lost Youth,Henry Wadsworth Longfellow,4,0.69417626
poem,1030,Flowers,Henry Wadsworth Longfellow,1,0.7767619
poem,1031,Introduction To The Song Of Hiawatha,Henry Wadsworth Longfellow,1,0.83170176
poem,1032,The Peace-Pipe,Henry Wadsworth Longfellow,3,0.73958457
poem,1033,The Poet's Calendar,Henry Wadsworth Longfellow,3,0.61863005
poem,1034,The Landlord's Tale; Paul Revere's Ride,Henry Wadsworth Longfellow,3,0.71396995
poem,1035,Daylight and Moonlight,Henry Wadsworth Longfellow,1,0.34354138
poem,1036,Autumn Within,Henry Wadsworth Longfellow,3,0.3394584
poem,1037,Evangeline: A Tale of Acadie,Henry Wadsworth Longfellow,4,0.7152411
poem,1038,A Psalm of Life,Henry Wadsworth Longfellow,0,0.6183145
poem,1039,Hiawatha's Wooing,Henry Wadsworth Longfellow,1,0.8389812
poem,1040,Moonlight,Henry Wadsworth Longfellow,1,0.75068927
poem,1041,The Revenge of Rain-in-the-Face,Henry Wadsworth Longfellow,0,0.40114927
poem,1042,The Children's Hour,Henry Wadsworth Longfellow,4,0.4266277
poem,1043,THE EVENING STAR,Henry Wadsworth Longfellow,4,0.6366904
poem,1044,AUTUMN,Henry Wadsworth Longfellow,1,0.66068935
poem,1045,Holidays,Henry Wadsworth Longfellow,0,0.314237
poem,1046,AFTERNOON IN FEBRUARY,Henry Wadsworth Longfellow,0,0.49931377
poem,1047,The Rainy Day,Henry Wadsworth Longfellow,0,0.42463928
poem,1048,The Building of the Ship,Henry Wadsworth Longfellow,2,0.6060206
poem,1049,Nature,Henry Wadsworth Longfellow,2,0.49785185
poem,1050,TO A CHILD,Henry Wadsworth Longfellow,4,0.5733988
poem,1051,The Son Of The Evening Star,Henry Wadsworth Longfellow,1,0.8952118
poem,1052,AUTUMN,Henry Wadsworth Longfellow,1,0.6529428
poem,1053,The Jewish Cemetery at Newport,Henry Wadsworth Longfellow,4,0.6790414
poem,1054,A poem on divine revelation,Hugh Henry Brackenridge,1,0.80101675
poem,1055,"A poem, on the rising glory of America",Hugh Henry Brackenridge,4,0.5959357
poem,1056,Psalm LXXIV: Will God For Ever Cast Us Off?,Isaac Watts,0,0.58630604
poem,1057,Hymn 122,Isaac Watts,1,0.5776718
poem,1058,Hymn 121,Isaac Watts,2,0.32367784
poem,1059,Psalm LXXIII: Now I'm Convinced the Lord Is Kind,Isaac Watts,3,0.71220934
poem,1060,Hymn 151,Isaac Watts,2,0.2887262
poem,1061,"Psalm III: My God, How Many Are My Fears",Isaac Watts,0,0.41191673
poem,1062,"Psalm XIX: The Heavens Declare Thy Glory, Lord",Isaac Watts,0,0.30063945
poem,1063,Psalm 144 part 3,Isaac Watts,1,0.6983367
poem,1064,Hymn 52,Isaac Watts,3,0.4067245
poem,1065,Psalm XXXII: Happy the Man,Isaac Watts,2,0.4656939
poem,1066,"Psalm XXXV: Now Plead My Cause, Almighty God",Isaac Watts,0,0.54125285
poem,1067,Psalm XLVI: God Is the Refuge,Isaac Watts,3,0.43692964
poem,1068,Against Scoffing and Calling Names,Isaac Watts,0,0.54466426
poem,1069,Song of Fairies Robbing an Orchard,James Henry Leigh Hunt,2,0.55133253
poem,1070,Death,James Henry Leigh Hunt,1,0.5426005
poem,1071,"Robin Hood, A Child.",James Henry Leigh Hunt,3,0.58479285
poem,1072,A Night-Rain in Summer,James Henry Leigh Hunt,0,0.5734193
poem,1073,An Angel in the House,James Henry Leigh Hunt,1,0.55099815
poem,1074,A Poem Sacred to the Memory of Sir Isaac Newton,James Thomson,3,0.24093139
poem,1075,The Seasons: Winter,James Thomson,1,0.35455817
poem,1076,Farewell to Ravelrig,James Thomson,4,0.40890235
poem,1077,The Song of Yesterday,James Whitcomb Riley,0,0.4527117
poem,1078,A Summer Afternoon,James Whitcomb Riley,4,0.6650457
poem,1079,There Was a Cherry-Tree,James Whitcomb Riley,4,0.7478624
poem,1080,Liberty,James Whitcomb Riley,0,0.35895646
poem,1081,Who Bides His Time,James Whitcomb Riley,0,0.53597796
poem,1082,Our Hired Girl,James Whitcomb Riley,2,0.6014782
poem,1083,A Life-Lesson,James Whitcomb Riley,2,0.5630455
poem,1084,A Song of the Road,James Whitcomb Riley,0,0.32519406
poem,1085,Ike Walton's Prayer,James Whitcomb Riley,4,0.7586107
poem,1086,Happy the Lab'rer,Jane Austen,2,0.40622437
poem,1087,To the Memory of Mrs. Lefroy who died Dec:r 16 -- my Birthday.,Jane Austen,0,0.3240916
poem,1088,I've a Pain in my Head,Jane Austen,3,0.72244716
poem,1089,The Apple-Tree,Jane Taylor,3,0.8153938
poem,1090,The Good-Natured Girls,Jane Taylor,2,0.6414898
poem,1091,Little Girls Must Not Fret,Jane Taylor,2,0.6854726
poem,1092,The Holidays,Jane Taylor,2,0.45838487
poem,1093,Song,John Clare,3,0.6163324
poem,1094,Summer Evening,John Clare,3,0.7111969
poem,1095,"From ""The Parish: A Satire""",John Clare,0,0.65815943
poem,1096,Ploughman Singing,John Clare,1,0.6287627
poem,1097,Grasshoppers,John Clare,4,0.79109764
poem,1098,Idle Fame,John Clare,3,0.55790174
poem,1099,What is Life?,John Clare,1,0.6670141
poem,1100,The Gipsy's Camp,John Clare,3,0.5868343
poem,1101,Impromptu,John Clare,1,0.58760333
poem,1102,In Hilly-Wood,John Clare,1,0.57254195
poem,1103,To Anna Three Years Old,John Clare,1,0.5854157
poem,1104,Early Nightingale,John Clare,1,0.3906548
poem,1105,Spring's Messengers,John Clare,3,0.7726096
poem,1106,Ballad,John Clare,0,0.304735
poem,1107,"The Maid Of Ocram or, Lord Gregory",John Clare,3,0.8197403
poem,1108,Song,John Clare,3,0.70700675
poem,1109,Letter in Verse,John Clare,2,0.6845206
poem,1110,Death,John Clare,0,0.49575073
poem,1111,The Wood-cutter's Night Song,John Clare,0,0.68596613
poem,1112,Nobody Cometh to Woo,John Clare,0,0.70629823
poem,1113,Firwood,John Clare,3,0.5644196
poem,1114,Field Path,John Clare,3,0.5074891
poem,1115,The Soldier,John Clare,0,0.50655484
poem,1116,Love,John Clare,1,0.55553573
poem,1117,Evening Primrose,John Clare,1,0.5923389
poem,1118,Summer Evening,John Clare,0,0.32260793
poem,1119,Emmonsail's Heath in Winter,John Clare,3,0.5557465
poem,1120,The Skylark,John Clare,3,0.70417094
poem,1121,Earth's Eternity,John Clare,0,0.44736677
poem,1122,Badger,John Clare,0,0.58542305
poem,1123,The Tramp,John Clare,3,0.625273
poem,1124,Farmer's Boy,John Clare,0,0.5073798
poem,1125,Merry Maid,John Clare,2,0.5004271
poem,1126,Scandal,John Clare,3,0.6867754
poem,1127,The Lout,John Clare,2,0.4800529
poem,1128,Gipsies,John Clare,3,0.7727063
poem,1129,Song,John Clare,0,0.22693884
poem,1130,Summer Winds,John Clare,4,0.63392353
poem,1131,Autumn,John Clare,3,0.58969915
poem,1132,The Maple Tree,John Clare,2,0.3684438
poem,1133,Dewdrops,John Clare,3,0.81400424
poem,1134,The Peasant Poet,John Clare,0,0.5248941
poem,1135,Early Spring,John Clare,3,0.6928841
poem,1136,Clock-a-Clay,John Clare,4,0.8347226
poem,1137,Graves of Infants,John Clare,1,0.4050517
poem,1138,Love Lives Beyond the Tomb,John Clare,1,0.63290536
poem,1139,Fragment,John Clare,0,0.6799714
poem,1140,Rural Morning,John Clare,2,0.38215578
poem,1141,Song's Eternity,John Clare,1,0.8074009
poem,1142,Winter Walk,John Clare,3,0.68490946
poem,1143,The Fens,John Clare,3,0.30563128
poem,1144,Farewell and Defiance to Love,John Clare,2,0.38953727
poem,1145,Sport in the Meadows,John Clare,4,0.5299625
poem,1146,Nature's Hymn to the Deity,John Clare,1,0.4698155
poem,1147,Decay,John Clare,3,0.51389974
poem,1148,The Cellar Door,John Clare,0,0.54733837
poem,1149,Remembrances,John Clare,0,0.39458203
poem,1150,Sudden Shower,John Clare,0,0.46994793
poem,1151,Pleasures of Fancy,John Clare,0,0.4165234
poem,1152,To Napoleon,John Clare,0,0.61890936
poem,1153,The Thrush's Nest,John Clare,4,0.3458869
poem,1154,November,John Clare,3,0.8212271
poem,1155,Nightwind,John Clare,0,0.26565093
poem,1156,The Poet's Death,John Clare,3,0.3968721
poem,1157,The Beautiful Stranger,John Clare,4,0.13802189
poem,1158,Quail's Nest,John Clare,3,0.5661752
poem,1159,"""The Lass With The Delicate Air""",John Clare,2,0.13662761
poem,1160,Farm Breakfast,John Clare,3,0.8553759
poem,1161,Autumn,John Clare,3,0.72583556
poem,1162,Meet Me in the Green Glen,John Clare,3,0.5272887
poem,1163,Love Cannot Die,John Clare,3,0.4576702
poem,1164,The Maid of Jerusalem,John Clare,3,0.5319654
poem,1165,The Sailor-Boy,John Clare,0,0.23783523
poem,1166,Bonny Mary O!,John Clare,2,0.5227282
poem,1167,Where She Told Her Love,John Clare,2,0.6875602
poem,1168,Fragment,John Clare,3,0.53056467
poem,1169,Peggy's the Lady of the Hall,John Clare,0,0.4982633
poem,1170,I Dreamt of Robin,John Clare,2,0.67097855
poem,1171,"The Cross Roads; or, The Haymaker's Story",John Clare,3,0.7966293
poem,1172,The Ants,John Clare,3,0.24352491
poem,1173,Distant Hills,John Clare,4,0.24716341
poem,1174,The Stranger,John Clare,0,0.5688187
poem,1175,The Old Cottagers,John Clare,0,0.2988066
poem,1176,Young Lambs,John Clare,3,0.74749506
poem,1177,Snow Storm,John Clare,0,0.29000223
poem,1178,Country Letter,John Clare,2,0.6089011
poem,1179,"To John Milton ""From his honoured friend, William Davenant""",John Clare,0,0.33664107
poem,1180,A World for Love,John Clare,1,0.9524685
poem,1181,The Flitting,John Clare,0,0.4849277
poem,1182,The Cottager,John Clare,0,0.509034
poem,1183,Wild Bees,John Clare,1,0.2988996
poem,1184,The Firetail's Nest,John Clare,3,0.44197303
poem,1185,Autumn,John Clare,0,0.3991385
poem,1186,Turkeys,John Clare,3,0.5473906
poem,1187,Sunday Dip,John Clare,0,0.60500216
poem,1188,Market Day,John Clare,3,0.32850736
poem,1189,Stonepit,John Clare,0,0.5370851
poem,1190,Hodge,John Clare,4,0.6184975
poem,1191,Farewell,John Clare,0,0.3934036
poem,1192,The Old Year,John Clare,1,0.71835625
poem,1193,The Yellowhammer,John Clare,3,0.2858966
poem,1194,Peggy,John Clare,2,0.62078106
poem,1195,The Crow Sat on the Willow,John Clare,0,0.4506989
poem,1196,Mary Bayfield,John Clare,0,0.35677844
poem,1197,Song,John Clare,2,0.54744726
poem,1198,The Swallow,John Clare,3,0.6826914
poem,1199,Mary Bateman,John Clare,2,0.67765534
poem,1200,"From ""A Rhapsody""",John Clare,0,0.38346344
poem,1201,Secret Love,John Clare,2,0.75529534
poem,1202,To John Clare,John Clare,3,0.76390916
poem,1203,The Dying Child,John Clare,1,0.5254272
poem,1204,I Am,John Clare,0,0.59991276
poem,1205,"From ""January""",John Clare,4,0.7653548
poem,1206,November,John Clare,1,0.2963004
poem,1207,Spear Thistle,John Clare,3,0.5897261
poem,1208,Approaching Night,John Clare,0,0.6561105
poem,1209,The Vanities of Life,John Clare,3,0.60291445
poem,1210,Death,John Clare,0,0.47352433
poem,1211,The Fallen Elm,John Clare,1,0.27571815
poem,1212,Autumn,John Clare,3,0.45304215
poem,1213,Insects,John Clare,0,0.42872518
poem,1214,The Shepherd's Tree,John Clare,1,0.29617113
poem,1215,The Fear of Flowers,John Clare,3,0.6764474
poem,1216,The Flood,John Clare,4,0.6432642
poem,1217,Signs of Winter,John Clare,2,0.20305365
poem,1218,Birds in Alarm,John Clare,4,0.53094304
poem,1219,Dyke Side,John Clare,4,0.54763913
poem,1220,The Fox,John Clare,0,0.5099401
poem,1221,The Vixen,John Clare,4,0.5657936
poem,1222,Braggart,John Clare,3,0.6184773
poem,1223,Love and Solitude,John Clare,3,0.65017277
poem,1224,The Frightened Ploughman,John Clare,0,0.62882125
poem,1225,The Winter's Come,John Clare,3,0.48516357
poem,1226,Bonny Lassie O!,John Clare,2,0.4989376
poem,1227,Now is Past,John Clare,2,0.098629534
poem,1228,Song,John Clare,2,0.5842753
poem,1229,First Love,John Clare,2,0.65310067
poem,1230,Thou Flower of Summer,John Clare,1,0.7505697
poem,1231,The Sleep of Spring,John Clare,0,0.5681057
poem,1232,Invitation to Eternity,John Clare,0,0.26803154
poem,1233,House or Window Flies,John Clare,0,0.48560977
poem,1234,Bantry Bay,John Clare,3,0.75294733
poem,1235,Little Trotty Wagtail,John Clare,3,0.44202113
poem,1236,Holy Sonnet IV: Oh My Black Soul! Now Art Thou Summoned,John Donne,3,0.683697
poem,1237,"Holy Sonnet XVI: Father, Part Of His Double Interest",John Donne,3,0.5497758
poem,1238,Elegy IX: The Autumnal,John Donne,4,0.5895784
poem,1239,"Holy Sonnet XIX: Oh, To Vex Me, Contraries Meet In One",John Donne,4,0.73159313
poem,1240,The Dream,John Donne,2,0.32723814
poem,1241,Celestial Music,John Donne,3,0.3394915
poem,1242,Holy Sonnet XII: Why Are We By All Creatures Waited On?,John Donne,0,0.518712
poem,1243,Woman's Constancy,John Donne,4,0.1364649
poem,1244,Holy Sonnet V: I Am A Little World Made Cunningly,John Donne,2,0.23996937
poem,1245,Holy Sonnet I: Tho Has Made Me,John Donne,3,0.65864104
poem,1246,Holy Sonnet X: Death Be Not Proud,John Donne,0,0.4963377
poem,1247,Holy Sonnet VIII: If Faithful Souls Be Alike Glorified,John Donne,3,0.5822189
poem,1248,Holy Sonnet II: As Due By Many Titles I Resign,John Donne,3,0.562508
poem,1249,Holy Sonnet VII: At The Round Earth's Imagined Corners Blow,John Donne,0,0.66741943
poem,1250,"Holy Sonnet XV: Wilt Thou Love God, As He Thee? Then Digest",John Donne,3,0.6897911
poem,1251,"Holy Sonnet IX: If Poisonous Minerals, And If That Tree",John Donne,3,0.4914778
poem,1252,"Holy Sonnet XVIII: Show me, dear Christ, thy Spouse, so bright and clear",John Donne,1,0.6749183
poem,1253,"Holy Sonnet VI: This Is My Play's Last Scene, Here Heavens Appoint",John Donne,1,0.27125347
poem,1254,The Prohibition,John Donne,1,0.5658995
poem,1255,Holy Sonnet III: O Might Those Sighs And Tears Return Again,John Donne,0,0.44977498
poem,1256,A Hymn To God The Father,John Donne,4,0.609238
poem,1257,Air And Angels,John Donne,2,0.6840664
poem,1258,Holy Sonnet XVII: Since She Whom I Loved,John Donne,3,0.45301276
poem,1259,The Primrose,John Donne,2,0.56787443
poem,1260,"Holy Sonnet XI: Spit In My Face You Jews, And Pierce My Side",John Donne,3,0.6720929
poem,1261,Song (Go And Catch A Falling Star),John Donne,0,0.30219203
poem,1262,The Funeral,John Donne,0,0.37439555
poem,1263,Holy Sonnet XIII: What If This Present Were The World's Last Night?,John Donne,2,0.62664926
poem,1264,To The Memory Of Mr Oldham,John Dryden,1,0.7310866
poem,1265,Heroic Stanzas,John Dryden,3,0.8106138
poem,1266,To The Pious Memory Of The Accomplished Young Lady Mrs. Anne Killigrew,John Dryden,4,0.53534293
poem,1267,Happy The Man,John Dryden,0,0.5614418
poem,1268,"Farewell, Ungrateful Traitor!",John Dryden,4,0.69772375
poem,1269,Song From Marriage-A-La-Mode,John Dryden,1,0.6530855
poem,1270,Why Should A Foolish Marriage Vow,John Dryden,1,0.70218015
poem,1271,Song To A Fair Young Lady Going Out Of Town In The Spring,John Dryden,1,0.73562
poem,1272,The Medal,John Dryden,4,0.6996541
poem,1273,Religio Laici,John Dryden,3,0.6177628
poem,1274,"Alexander's Feast; Or, The Power Of Music",John Dryden,1,0.72958577
poem,1275,Absalom And Achitophel,John Dryden,2,0.5742693
poem,1276,Mac Flecknoe,John Dryden,1,0.77275753
poem,1277,The Pipes At Lucknow,John Greenleaf Whittier,4,0.2932142
poem,1278,A Word for the Hour,John Greenleaf Whittier,0,0.68450457
poem,1279,The Pumpkin,John Greenleaf Whittier,4,0.62486786
poem,1280,The Changeling ( From The Tent on the Beach ),John Greenleaf Whittier,0,0.51823175
poem,1281,The Farewell,John Greenleaf Whittier,3,0.31593043
poem,1282,Kallundborg Church ( From The Tent on the Beach),John Greenleaf Whittier,1,0.77355695
poem,1283,My Triumph,John Greenleaf Whittier,0,0.37919748
poem,1284,Flowers in Winter,John Greenleaf Whittier,3,0.67779094
poem,1285,"Snowbound, a Winter Idyl",John Greenleaf Whittier,0,0.54836994
poem,1286,Burning Drift-Wood,John Greenleaf Whittier,1,0.2023707
poem,1287,The Worship of Nature,John Greenleaf Whittier,1,0.39264727
poem,1288,The Barefoot Boy,John Greenleaf Whittier,0,0.26942712
poem,1289,To My Brothers,John Keats,3,0.3714512
poem,1290,A Thing of Beauty (Endymion),John Keats,0,0.37335575
poem,1291,To Homer,John Keats,0,0.5768292
poem,1292,"Give Me Women, Wine, and Snuff",John Keats,4,0.10645503
poem,1293,To Autumn,John Keats,1,0.3094532
poem,1294,"Song of the Indian Maid, from 'Endymion'",John Keats,1,0.7846041
poem,1295,Written On A Summer Evening,John Keats,0,0.2846369
poem,1296,To My Brother George,John Keats,0,0.35636765
poem,1297,To Hope,John Keats,0,0.5223224
poem,1298,"Bards of Passion and of Mirth, written on the Blank Page before Beaumont and Fletcher's Tragi-Comedy 'The Fair Maid of the Inn'",John Keats,4,0.8769416
poem,1299,On First Looking Into Chapman's Homer,John Keats,4,0.68179846
poem,1300,Endymion: Book IV,John Keats,4,0.54868376
poem,1301,In Drear-Nighted December,John Keats,1,0.42400992
poem,1302,Epistle To My Brother George,John Keats,3,0.3906753
poem,1303,Endymion: Book I,John Keats,4,0.22518587
poem,1304,Happy Is England! I Could Be Content,John Keats,4,0.8443303
poem,1305,Ode On A Grecian Urn,John Keats,1,0.6188334
poem,1306,Stanzas,John Keats,1,0.45419312
poem,1307,"Bright Star, Would I Were Steadfast As Thou Art",John Keats,0,0.19383925
poem,1308,"Song of the Indian Maid, from 'Endymion'",John Keats,1,0.75287974
poem,1309,To A Friend Who Sent Me Some Roses,John Keats,2,0.68743503
poem,1310,Endymion: Book II,John Keats,0,0.421346
poem,1311,Endymion: Book III,John Keats,2,0.28310764
poem,1312,Hyperion,John Keats,3,0.44937617
poem,1313,Ode To Autumn,John Keats,1,0.29318643
poem,1314,The Hope Of My Heart,John McCrae,3,0.5735724
poem,1315,Samson Agonistes,John Milton,1,0.73806703
poem,1316,On His Deceased Wife,John Milton,4,0.5793366
poem,1317,Paradise Lost: Book 05,John Milton,1,0.62025
poem,1318,Paradise Lost: Book 02,John Milton,3,0.27508372
poem,1319,Paradise Lost: Book 12,John Milton,0,0.47713202
poem,1320,At A Solemn Musick,John Milton,1,0.7184081
poem,1321,Paradise Lost: Book 01,John Milton,0,0.67418003
poem,1322,Paradise Lost: Book 04,John Milton,3,0.3147372
poem,1323,Paradise Lost: Book 11,John Milton,3,0.42515802
poem,1324,"On the Religious Memory of Mrs. Catherine Thomson, my Christian Friend, Deceased Dec. 16, 1646",John Milton,0,0.687276
poem,1325,The Passion,John Milton,0,0.6602918
poem,1326,Paradise Lost: Book 09,John Milton,2,0.38934767
poem,1327,Paradise Lost: Book 10,John Milton,3,0.3446042
poem,1328,Sonnet 13,John Milton,4,0.7817707
poem,1329,Paradise Lost: Book 07,John Milton,0,0.645107
poem,1330,How Soon Hath Time,John Milton,0,0.59384286
poem,1331,Comus,John Milton,4,0.33519846
poem,1332,Song On May Morning,John Milton,1,0.74838066
poem,1333,Paradise Lost: Book 03,John Milton,0,0.49424
poem,1334,Paradise Regained: The First Book,John Milton,0,0.27399117
poem,1335,Paradise Regained: The Fourth Book,John Milton,3,0.4454149
poem,1336,Paradise Regained: The Third Book,John Milton,3,0.40719265
poem,1337,Paradise Lost: Book 06,John Milton,0,0.39641905
poem,1338,Paradise Lost: Book 08,John Milton,4,0.5545341
poem,1339,Paradise Regained: The Second Book,John Milton,2,0.58502436
poem,1340,On Time,John Milton,0,0.5225351
poem,1341,M'Fingal - Canto II,John Trumbull,3,0.57213724
poem,1342,M'Fingal - Canto III,John Trumbull,3,0.74331343
